Invoice,InvoiceDate,ID,Total
489665,2009-12-01,14108.0,252.3
489666,2009-12-01,13648.0,263.09000000000003
489667,2009-12-01,16563.0,538.46
489668,2009-12-01,16701.0,378.12
489669,2009-12-02,12842.0,397.2
489670,2009-12-02,14302.0,114.60000000000001
489671,2009-12-02,14135.0,740.3
489672,2009-12-02,14831.0,772.65
489673,2009-12-02,14831.0,61.099999999999994
489674,2009-12-02,15602.0,261.3
489675,2009-12-02,13777.0,4939.22
489676,2009-12-02,13777.0,1210.8
489677,2009-12-02,14000.0,192.0
489678,2009-12-02,16823.0,189.29999999999998
489679,2009-12-02,16163.0,795.98
489680,2009-12-02,17193.0,45.0
489681,2009-12-02,17998.0,89.59
489682,2009-12-02,15759.0,125.73
489683,2009-12-02,16131.0,1317.97
489684,2009-12-02,14560.0,266.59999999999997
489687,2009-12-02,17087.0,221.53
489688,2009-12-02,14894.0,299.70000000000005
489695,2009-12-02,16202.0,306.95
489699,2009-12-02,16700.0,401.7
489702,2009-12-02,17511.0,3108.64
489705,2009-12-02,16700.0,17.0
489723,2009-12-02,14299.0,2052.12
489725,2009-12-02,17949.0,216.0
489726,2009-12-02,17949.0,750.0
489727,2009-12-02,17949.0,900.0
489728,2009-12-02,14799.0,180.45
489733,2009-12-02,15311.0,168.0
489743,2009-12-02,16550.0,538.77
489748,2009-12-02,12980.0,754.2
489764,2009-12-02,14425.0,223.1
489765,2009-12-02,15353.0,285.59
489766,2009-12-02,17818.0,130.18
489780,2009-12-02,13654.0,159.98000000000002
489782,2009-12-02,17189.0,230.46
489783,2009-12-02,13269.0,162.04
489784,2009-12-02,13269.0,40.8
489785,2009-12-02,14653.0,333.67
489786,2009-12-02,17019.0,216.86
489787,2009-12-02,15542.0,319.54
489788,2009-12-02,13564.0,119.16
489789,2009-12-02,15833.0,80.4
489790,2009-12-02,16467.0,131.12
489791,2009-12-02,15542.0,221.19
489792,2009-12-02,14527.0,923.79
489793,2009-12-02,17476.0,260.36
489794,2009-12-02,15287.0,58.2
489795,2009-12-02,14440.0,935.01
489796,2009-12-02,15680.0,311.5
489797,2009-12-02,15581.0,200.63
489798,2009-12-02,13740.0,311.69
489800,2009-12-02,17768.0,408.07
489801,2009-12-02,12948.0,128.48000000000002
489802,2009-12-02,15581.0,174.52
489804,2009-12-02,14667.0,251.17
489805,2009-12-02,17377.0,454.35
489807,2009-12-02,15581.0,180.13
489808,2009-12-02,14467.0,109.84
489809,2009-12-02,13457.0,112.5
489810,2009-12-02,18108.0,493.25
489811,2009-12-02,16210.0,634.29
489812,2009-12-02,17377.0,597.6899999999999
489814,2009-12-02,14669.0,824.1800000000001
489815,2009-12-02,17909.0,132.55
489816,2009-12-02,16086.0,284.55
489817,2009-12-02,16711.0,340.2
489818,2009-12-02,16233.0,294.3
489819,2009-12-02,14739.0,618.43
489822,2009-12-02,14204.0,371.27
489823,2009-12-02,17606.0,87.30000000000001
489824,2009-12-02,16797.0,176.88
489825,2009-12-02,16126.0,174.1
489826,2009-12-02,17867.0,85.95
489827,2009-12-02,17412.0,445.7
489829,2009-12-02,16525.0,472.47
489830,2009-12-02,13623.0,637.04
489831,2009-12-02,12435.0,1008.0
489832,2009-12-02,14549.0,316.22
489833,2009-12-02,14980.0,150.68
489834,2009-12-02,14106.0,214.79999999999998
489835,2009-12-02,15061.0,714.0
489837,2009-12-02,14396.0,514.97
489840,2009-12-02,14122.0,89.69999999999999
489855,2009-12-02,16987.0,157.91
489862,2009-12-02,17809.0,734.7
489863,2009-12-02,15917.0,66.82
489864,2009-12-02,14987.0,206.85
489865,2009-12-02,14080.0,234.87
489866,2009-12-02,16200.0,1003.83
489868,2009-12-02,15794.0,675.0
489869,2009-12-02,16200.0,39.98
489870,2009-12-02,15523.0,162.1
489871,2009-12-02,15523.0,735.6999999999999
489872,2009-12-02,15615.0,632.9
489873,2009-12-02,15615.0,10.2
489874,2009-12-02,18001.0,176.6
489875,2009-12-02,17841.0,530.76
489876,2009-12-02,15917.0,39.85
489877,2009-12-02,13089.0,368.1
489878,2009-12-02,15989.0,143.11
489879,2009-12-02,17660.0,163.47
489880,2009-12-02,13313.0,380.28
489883,2009-12-02,12437.0,524.28
489884,2009-12-02,13313.0,3.61
489888,2009-12-02,14841.0,597.4
489889,2009-12-02,14646.0,4734.24
489890,2009-12-02,14646.0,976.8
489891,2009-12-02,15482.0,181.08
489893,2009-12-02,16156.0,300.1
489894,2009-12-02,17716.0,520.2
489895,2009-12-03,12779.0,371.82
489896,2009-12-03,13611.0,337.93
489897,2009-12-03,15255.0,260.44
489900,2009-12-03,14771.0,287.37
489902,2009-12-03,14838.0,119.10000000000001
489904,2009-12-03,13979.0,203.78
489905,2009-12-03,13800.0,478.7
489906,2009-12-03,14483.0,120.0
489907,2009-12-03,14915.0,202.06
489908,2009-12-03,16301.0,107.33
489909,2009-12-03,13753.0,642.1999999999999
489910,2009-12-03,15482.0,144.0
489912,2009-12-03,13931.0,1146.1000000000001
489913,2009-12-03,13931.0,69.6
489914,2009-12-03,12921.0,993.0
489915,2009-12-03,17035.0,54.599999999999994
489916,2009-12-03,15194.0,336.0
489932,2009-12-03,14347.0,82.6
489935,2009-12-03,12934.0,181.65
489994,2009-12-03,15291.0,430.9
489996,2009-12-03,17209.0,320.40000000000003
489998,2009-12-03,15658.0,321.65000000000003
489999,2009-12-03,17314.0,154.2
490000,2009-12-03,17155.0,143.06
490001,2009-12-03,15965.0,169.5
490002,2009-12-03,17322.0,114.55
490003,2009-12-03,16159.0,317.55
490004,2009-12-03,14051.0,912.5600000000001
490005,2009-12-03,13993.0,556.75
490006,2009-12-03,17411.0,344.40000000000003
490008,2009-12-03,15768.0,503.93
490009,2009-12-03,12835.0,285.09
490010,2009-12-03,15061.0,1008.0
490011,2009-12-03,16918.0,221.69
490012,2009-12-03,15179.0,763.35
490013,2009-12-03,17069.0,500.55
490014,2009-12-03,15466.0,744.21
490017,2009-12-03,14159.0,393.65
490018,2009-12-03,17940.0,4380.0
490019,2009-12-03,17581.0,308.6
490020,2009-12-03,17581.0,37.8
490021,2009-12-03,17581.0,10.2
490022,2009-12-03,17581.0,45.60000000000001
490023,2009-12-03,16168.0,189.15
490024,2009-12-03,14606.0,215.0
490034,2009-12-03,17287.0,69.82
490045,2009-12-03,17287.0,180.39
490046,2009-12-03,13416.0,228.3
490047,2009-12-03,17913.0,263.85
490048,2009-12-03,16779.0,1146.71
490049,2009-12-03,15794.0,102.0
490050,2009-12-03,17913.0,13.5
490052,2009-12-03,13895.0,831.0
490053,2009-12-03,14057.0,119.54
490054,2009-12-03,17017.0,277.5
490056,2009-12-03,13208.0,61.12
490057,2009-12-03,17465.0,360.52
490058,2009-12-03,17465.0,47.85
490059,2009-12-03,18102.0,14475.0
490060,2009-12-03,13468.0,314.22
490061,2009-12-03,18102.0,4000.0
490062,2009-12-03,13485.0,165.3
490063,2009-12-03,17271.0,210.39
490064,2009-12-03,16139.0,355.59000000000003
490065,2009-12-03,15061.0,1260.0
490066,2009-12-03,15953.0,372.2
490067,2009-12-03,15856.0,952.61
490068,2009-12-03,13085.0,284.3
490069,2009-12-03,13085.0,161.39999999999998
490070,2009-12-03,14967.0,236.25
490071,2009-12-03,16497.0,294.85
490072,2009-12-03,17764.0,194.65
490073,2009-12-03,14905.0,258.1
490075,2009-12-03,18229.0,381.0
490077,2009-12-03,17293.0,115.50999999999999
490078,2009-12-03,17853.0,584.35
490079,2009-12-03,15550.0,160.35
490080,2009-12-03,13531.0,311.7
490081,2009-12-03,13786.0,723.09
490082,2009-12-03,14952.0,337.9
490083,2009-12-03,14031.0,2506.14
490085,2009-12-03,12937.0,170.06
490086,2009-12-03,17949.0,799.2
490087,2009-12-03,15601.0,898.1800000000001
490088,2009-12-03,15581.0,17.0
490089,2009-12-03,17949.0,466.20000000000005
490090,2009-12-03,15581.0,45.55
490091,2009-12-03,17949.0,636.0
490092,2009-12-03,16612.0,510.87
490093,2009-12-03,12949.0,1794.7
490094,2009-12-03,17949.0,851.76
490095,2009-12-03,14958.0,186.36
490097,2009-12-03,17329.0,279.42
490099,2009-12-03,16736.0,1225.98
490100,2009-12-03,13001.0,869.9300000000001
490101,2009-12-03,14644.0,338.5
490106,2009-12-03,14898.0,314.37
490107,2009-12-03,14662.0,110.7
490108,2009-12-03,17414.0,239.68
490109,2009-12-03,14755.0,415.0
490110,2009-12-03,14755.0,30.15
490111,2009-12-03,17576.0,321.21000000000004
490112,2009-12-03,13037.0,313.19
490113,2009-12-03,14710.0,39.2
490114,2009-12-03,18168.0,257.62
490115,2009-12-03,17679.0,342.6
490116,2009-12-03,17679.0,122.39999999999999
490118,2009-12-03,17851.0,317.04
490119,2009-12-03,12931.0,108.75
490121,2009-12-03,14750.0,112.03
490124,2009-12-03,16791.0,319.87
490125,2009-12-03,16558.0,297.05
490127,2009-12-03,14156.0,569.1800000000001
490128,2009-12-03,15884.0,241.8
490132,2009-12-03,17343.0,197.3
490134,2009-12-03,17372.0,151.65
490135,2009-12-03,16003.0,387.87
490136,2009-12-03,17432.0,174.85
490137,2009-12-03,14713.0,160.69
490138,2009-12-03,16722.0,339.78
490139,2009-12-03,12577.0,210.55
490140,2009-12-03,12872.0,407.22
490141,2009-12-04,15755.0,308.75
490142,2009-12-04,14258.0,1261.0
490143,2009-12-04,14286.0,1610.52
490144,2009-12-04,13154.0,337.1
490145,2009-12-04,14564.0,989.18
490147,2009-12-04,13408.0,510.64
490151,2009-12-04,16645.0,160.39
490152,2009-12-04,12714.0,556.65
490154,2009-12-04,16335.0,290.48
490156,2009-12-04,13093.0,455.36
490157,2009-12-04,16736.0,138.0
490158,2009-12-04,12759.0,454.26
490159,2009-12-04,13666.0,19.5
490160,2009-12-04,13777.0,244.79999999999998
490161,2009-12-04,17160.0,825.94
490162,2009-12-04,13946.0,280.2
490163,2009-12-04,14723.0,141.63
490164,2009-12-04,14961.0,1058.4
490166,2009-12-04,14735.0,371.85
490167,2009-12-04,18061.0,312.21000000000004
490171,2009-12-04,15581.0,29.279999999999998
490202,2009-12-04,15078.0,410.0
490209,2009-12-04,17389.0,908.0400000000001
490212,2009-12-04,16883.0,108.95
490214,2009-12-04,13175.0,319.15
490218,2009-12-04,17076.0,67.67999999999999
490219,2009-12-04,13948.0,155.65
490229,2009-12-04,18223.0,1185.16
490247,2009-12-04,16192.0,351.3
490258,2009-12-04,15999.0,20.4
490266,2009-12-04,15109.0,231.2
490272,2009-12-04,14680.0,521.38
490277,2009-12-04,18092.0,1077.6000000000001
490279,2009-12-04,16891.0,317.83
490281,2009-12-04,13481.0,311.2
490282,2009-12-04,13807.0,107.95
490284,2009-12-04,14979.0,439.46
490285,2009-12-04,16656.0,373.74
490286,2009-12-04,14527.0,762.1
490287,2009-12-04,16746.0,367.1
490288,2009-12-04,17157.0,332.16
490289,2009-12-04,15309.0,273.75
490290,2009-12-04,16325.0,164.03
490291,2009-12-04,16541.0,424.03
490292,2009-12-04,16723.0,460.55
490293,2009-12-04,16699.0,137.4
490294,2009-12-04,16710.0,378.96
490295,2009-12-04,12510.0,323.88
490297,2009-12-04,13162.0,694.2
490298,2009-12-04,15382.0,1523.2
490299,2009-12-04,13680.0,621.22
490300,2009-12-04,12970.0,259.58
490301,2009-12-04,15311.0,345.27
490302,2009-12-04,17841.0,303.62
490303,2009-12-04,17935.0,106.25
490304,2009-12-04,17593.0,843.01
490305,2009-12-04,17243.0,726.57
490308,2009-12-04,12835.0,194.53
490310,2009-12-04,17151.0,231.90000000000003
490311,2009-12-04,16451.0,307.65000000000003
490312,2009-12-04,17961.0,326.13
490313,2009-12-04,17127.0,137.95
490320,2009-12-04,13694.0,867.89
490323,2009-12-04,14087.0,236.69
490324,2009-12-04,13694.0,672.0
490326,2009-12-04,13733.0,149.10000000000002
490327,2009-12-04,13694.0,990.0
490331,2009-12-04,18181.0,298.99
490340,2009-12-04,13174.0,630.39
490341,2009-12-04,13329.0,334.65
490342,2009-12-04,17421.0,130.8
490346,2009-12-04,16351.0,216.6
490347,2009-12-04,15684.0,109.4
490349,2009-12-04,17884.0,32.25
490353,2009-12-04,15514.0,532.28
490355,2009-12-04,13093.0,538.11
490356,2009-12-04,17884.0,117.13000000000001
490359,2009-12-04,18225.0,59.5
490360,2009-12-04,13679.0,126.80000000000001
490362,2009-12-04,12748.0,220.9
490363,2009-12-05,13199.0,138.24
490364,2009-12-05,13487.0,103.95
490365,2009-12-05,17018.0,351.6
490366,2009-12-05,18071.0,227.25
490367,2009-12-05,16593.0,79.6
490368,2009-12-05,14238.0,159.1
490369,2009-12-05,15223.0,230.2
490370,2009-12-05,17593.0,452.95
490371,2009-12-05,13021.0,233.70999999999998
490372,2009-12-05,17115.0,434.15
490373,2009-12-05,17850.0,502.54
490374,2009-12-05,14239.0,136.75
490375,2009-12-05,13999.0,350.55
490376,2009-12-05,13958.0,796.5500000000001
490377,2009-12-05,13958.0,15.0
490378,2009-12-05,13641.0,224.1
490380,2009-12-05,17850.0,478.74
490381,2009-12-05,15420.0,97.11
490382,2009-12-05,12359.0,760.6899999999999
490383,2009-12-05,12820.0,148.3
490385,2009-12-05,16410.0,130.32
490386,2009-12-05,15240.0,549.77
490387,2009-12-05,17850.0,450.84000000000003
490388,2009-12-05,16158.0,146.62
490389,2009-12-05,15484.0,689.5
490390,2009-12-05,14709.0,256.2
490391,2009-12-05,15057.0,304.1
490392,2009-12-05,14867.0,203.32
490393,2009-12-05,17642.0,281.02
490394,2009-12-05,17850.0,870.2800000000001
490395,2009-12-06,13813.0,247.15
490396,2009-12-06,13589.0,269.15
490397,2009-12-06,12417.0,279.1
490398,2009-12-06,17920.0,567.71
490399,2009-12-06,12975.0,441.63
490400,2009-12-06,16104.0,689.9
490401,2009-12-06,17150.0,139.25
490403,2009-12-06,17920.0,316.74
490404,2009-12-06,16277.0,188.69
490405,2009-12-06,17244.0,260.65
490408,2009-12-06,17850.0,413.44
490430,2009-12-06,15260.0,253.55
490458,2009-12-06,12583.0,745.4399999999999
490459,2009-12-06,15555.0,950.69
490461,2009-12-06,13736.0,720.79
490463,2009-12-06,14133.0,305.5
490464,2009-12-06,15571.0,118.26
490465,2009-12-06,13448.0,933.35
490466,2009-12-06,17085.0,183.6
490467,2009-12-06,15059.0,280.94
490468,2009-12-06,14468.0,204.24
490470,2009-12-06,16395.0,242.96
490471,2009-12-06,15878.0,212.13
490472,2009-12-06,16485.0,619.24
490473,2009-12-06,15860.0,204.65
490474,2009-12-06,13373.0,748.4200000000001
490476,2009-12-06,14608.0,211.62
490477,2009-12-06,17850.0,533.14
490478,2009-12-06,14896.0,302.5
490479,2009-12-06,16779.0,1450.2
490481,2009-12-06,16964.0,21.25
490482,2009-12-06,15983.0,289.3
490483,2009-12-06,13782.0,132.4
490484,2009-12-06,16964.0,186.6
490485,2009-12-06,14454.0,125.94
490486,2009-12-06,16779.0,90.0
490487,2009-12-06,14717.0,81.3
490488,2009-12-06,16718.0,659.8199999999999
490489,2009-12-06,15751.0,266.19
490490,2009-12-06,14546.0,547.73
490491,2009-12-06,17848.0,175.20000000000002
490493,2009-12-06,15751.0,12.75
490494,2009-12-06,17561.0,192.27
490496,2009-12-06,15547.0,671.56
490499,2009-12-06,17406.0,406.7
490500,2009-12-06,14479.0,355.13
490501,2009-12-06,16710.0,285.64
490502,2009-12-06,17969.0,101.4
490503,2009-12-06,14548.0,582.12
490504,2009-12-06,15311.0,391.92
490505,2009-12-06,14548.0,98.16
490506,2009-12-06,17916.0,25.46
490508,2009-12-06,17850.0,450.84000000000003
490511,2009-12-06,13319.0,626.6
490512,2009-12-06,14606.0,235.13
490514,2009-12-06,16773.0,137.75
490515,2009-12-06,15479.0,147.4
490516,2009-12-06,17850.0,504.54
490518,2009-12-06,15822.0,474.32
490519,2009-12-06,13890.0,213.65
490521,2009-12-06,13211.0,235.84
490522,2009-12-06,15641.0,150.39999999999998
490524,2009-12-06,14123.0,436.18
490525,2009-12-06,13019.0,255.00000000000003
490526,2009-12-06,17858.0,533.97
490527,2009-12-06,14940.0,182.01
490528,2009-12-06,16686.0,118.25
490529,2009-12-06,16686.0,48.89
490530,2009-12-06,15691.0,161.8
490531,2009-12-06,16436.0,166.95
490533,2009-12-06,17610.0,378.05
490534,2009-12-06,17530.0,263.68
490535,2009-12-07,17850.0,560.58
490536,2009-12-07,13491.0,221.9
490537,2009-12-07,14003.0,209.41
490538,2009-12-07,17850.0,504.54
490539,2009-12-07,12839.0,346.0
490542,2009-12-07,14911.0,716.35
490545,2009-12-07,17557.0,34.0
490547,2009-12-07,14738.0,311.2
490548,2009-12-07,17850.0,504.54
490557,2009-12-07,16124.0,463.0
490561,2009-12-07,15260.0,41.300000000000004
490563,2009-12-07,12471.0,808.12
490564,2009-12-07,12471.0,241.9
490569,2009-12-07,17739.0,411.2
490577,2009-12-07,16556.0,187.19
490603,2009-12-07,14695.0,287.49
490604,2009-12-07,14828.0,682.4
490605,2009-12-07,15115.0,191.74
490606,2009-12-07,17850.0,426.0
490607,2009-12-07,13693.0,173.54999999999998
490608,2009-12-07,14955.0,163.77
490609,2009-12-07,14037.0,218.33
490610,2009-12-07,18077.0,211.62
490611,2009-12-07,13905.0,312.65
490612,2009-12-07,17508.0,610.95
490613,2009-12-07,16768.0,224.98
490616,2009-12-07,13984.0,214.79999999999998
490618,2009-12-07,13984.0,44.7
490625,2009-12-07,14543.0,359.4
490636,2009-12-07,13564.0,425.09000000000003
490637,2009-12-07,13495.0,452.15999999999997
490638,2009-12-07,13190.0,147.1
490640,2009-12-07,14408.0,321.00000000000006
490641,2009-12-07,17707.0,51.0
490642,2009-12-07,15358.0,446.40000000000003
490653,2009-12-07,17044.0,990.48
490657,2009-12-07,14471.0,208.83
490659,2009-12-07,17850.0,380.84000000000003
490665,2009-12-07,17436.0,76.5
490667,2009-12-07,13234.0,238.85
490668,2009-12-07,16525.0,312.33000000000004
490669,2009-12-07,15716.0,214.17000000000002
490670,2009-12-07,14574.0,143.7
490671,2009-12-07,16684.0,488.16
490672,2009-12-07,16684.0,660.96
490673,2009-12-07,14540.0,156.5
490674,2009-12-07,14307.0,242.1
490675,2009-12-07,14695.0,696.5400000000001
490676,2009-12-07,17850.0,451.44
490677,2009-12-07,18219.0,151.72
490678,2009-12-07,12747.0,380.65000000000003
490679,2009-12-07,18162.0,379.16
490680,2009-12-07,17441.0,293.35
490681,2009-12-07,17988.0,164.75
490682,2009-12-07,12600.0,249.9
490683,2009-12-07,17865.0,413.00000000000006
490684,2009-12-07,12523.0,74.56
490685,2009-12-07,13206.0,1066.82
490686,2009-12-07,14512.0,153.28
490687,2009-12-07,14911.0,924.95
490689,2009-12-07,17865.0,307.90999999999997
490690,2009-12-07,16353.0,207.9
490691,2009-12-07,16353.0,306.0
490692,2009-12-07,16018.0,195.78
490693,2009-12-07,14670.0,190.47
490694,2009-12-07,13089.0,1244.3200000000002
490695,2009-12-07,14590.0,108.4
490697,2009-12-07,17850.0,378.84000000000003
490703,2009-12-07,13070.0,154.2
490704,2009-12-07,17457.0,355.38
490705,2009-12-07,12913.0,204.0
490706,2009-12-07,17865.0,1088.63
490707,2009-12-07,17865.0,45.9
490708,2009-12-07,15421.0,241.05
490709,2009-12-07,17884.0,198.98
490710,2009-12-07,17990.0,332.70000000000005
490711,2009-12-07,17841.0,448.96
490712,2009-12-07,13148.0,331.40000000000003
490714,2009-12-07,17841.0,4.95
490717,2009-12-07,17364.0,449.95
490718,2009-12-07,12443.0,365.31
490719,2009-12-07,13042.0,668.1
490720,2009-12-07,15694.0,357.87
490722,2009-12-07,16717.0,386.39
490724,2009-12-07,13767.0,716.04
490725,2009-12-07,13694.0,343.44
490726,2009-12-07,13694.0,561.5999999999999
490727,2009-12-07,17231.0,285.35
490728,2009-12-07,16702.0,221.52
490733,2009-12-07,12540.0,328.6
490734,2009-12-07,13267.0,306.55
490737,2009-12-07,17270.0,389.62
490738,2009-12-07,16436.0,25.5
490747,2009-12-07,13393.0,8.92
490749,2009-12-08,14113.0,580.6400000000001
490750,2009-12-08,15369.0,312.96
490751,2009-12-08,12358.0,1429.83
490752,2009-12-08,18259.0,356.40000000000003
490753,2009-12-08,17047.0,322.65
490754,2009-12-08,14136.0,302.78000000000003
490755,2009-12-08,16735.0,338.34000000000003
490757,2009-12-08,14215.0,425.59
490759,2009-12-08,15971.0,182.88
490761,2009-12-08,13382.0,255.04
490762,2009-12-08,13025.0,323.39
490763,2009-12-08,16013.0,1019.9999999999999
490764,2009-12-08,14558.0,306.45
490767,2009-12-08,18002.0,44.32
490769,2009-12-08,16013.0,221.0
490770,2009-12-08,17854.0,135.94
490782,2009-12-08,15079.0,707.93
490785,2009-12-08,16029.0,2590.7999999999997
490786,2009-12-08,15079.0,30.599999999999998
490789,2009-12-08,18271.0,192.54999999999998
490796,2009-12-08,14290.0,870.63
490797,2009-12-08,17268.0,155.7
490800,2009-12-08,14735.0,7.800000000000001
490801,2009-12-08,16029.0,660.0
490802,2009-12-08,17067.0,19.5
490803,2009-12-08,17067.0,207.32
490804,2009-12-08,16560.0,487.09000000000003
490805,2009-12-08,14861.0,215.0
490806,2009-12-08,13485.0,35.400000000000006
490808,2009-12-08,17371.0,134.04
490809,2009-12-08,13408.0,159.0
490810,2009-12-08,13408.0,259.92
490811,2009-12-08,18145.0,309.7
490817,2009-12-08,15311.0,1806.19
490823,2009-12-08,14841.0,304.8
490834,2009-12-08,16400.0,564.38
490836,2009-12-08,17988.0,2.9
490838,2009-12-08,17371.0,20.25
490846,2009-12-08,17155.0,129.3
490847,2009-12-08,15093.0,249.64000000000001
490851,2009-12-08,13643.0,311.8
490855,2009-12-08,13777.0,363.6
490863,2009-12-08,17852.0,88.05
490871,2009-12-08,15456.0,211.41
490893,2009-12-08,13571.0,111.24000000000001
490899,2009-12-08,16732.0,792.84
490905,2009-12-08,16940.0,656.85
490917,2009-12-08,15162.0,312.9
490920,2009-12-08,18203.0,109.08
490921,2009-12-08,16163.0,42.300000000000004
490922,2009-12-08,14494.0,114.3
490924,2009-12-08,17978.0,123.1
490925,2009-12-08,13078.0,648.5
490926,2009-12-08,15031.0,250.02
490927,2009-12-08,17230.0,304.20000000000005
490928,2009-12-08,14085.0,404.44
490930,2009-12-08,13410.0,81.12
490932,2009-12-08,14085.0,12.4
490933,2009-12-08,14063.0,2452.56
490936,2009-12-08,12785.0,310.9
490937,2009-12-08,13081.0,2285.58
490938,2009-12-08,14605.0,215.29999999999998
490940,2009-12-08,14605.0,0.95
490941,2009-12-08,14527.0,644.52
490944,2009-12-08,14285.0,151.2
490945,2009-12-08,16892.0,97.55
490948,2009-12-08,16805.0,15.0
490953,2009-12-08,13204.0,966.6600000000001
490954,2009-12-08,15924.0,102.82
490956,2009-12-08,15413.0,2442.7200000000003
490957,2009-12-08,15823.0,3796.37
490958,2009-12-08,13576.0,328.8
490959,2009-12-08,12682.0,471.90000000000003
490961,2009-12-08,14108.0,194.75
490962,2009-12-08,15061.0,683.14
490964,2009-12-08,14646.0,89.15
490966,2009-12-08,17178.0,436.71
490968,2009-12-08,13798.0,484.0
490971,2009-12-08,18275.0,372.64
490972,2009-12-08,14911.0,728.0500000000001
490978,2009-12-08,17329.0,193.08
490981,2009-12-08,13855.0,313.45
490982,2009-12-08,17329.0,8.82
490984,2009-12-08,15298.0,303.45
490989,2009-12-08,15674.0,462.46000000000004
490990,2009-12-08,14606.0,271.85
490992,2009-12-08,14679.0,438.74
490998,2009-12-08,16253.0,379.13
491006,2009-12-08,13557.0,272.5
491007,2009-12-08,16204.0,213.27
491008,2009-12-08,15633.0,191.89000000000001
491009,2009-12-08,15203.0,255.68
491010,2009-12-08,15194.0,318.0
491011,2009-12-08,16210.0,389.99
491014,2009-12-08,13136.0,549.09
491024,2009-12-08,17157.0,383.04
491025,2009-12-08,17157.0,325.44
491026,2009-12-08,15181.0,162.72
491033,2009-12-08,17188.0,328.02000000000004
491034,2009-12-09,13491.0,305.5
491035,2009-12-09,13455.0,295.35
491038,2009-12-09,13097.0,528.9
491039,2009-12-09,15291.0,301.0
491044,2009-12-09,13114.0,234.38
491045,2009-12-09,12747.0,297.2
