Invoice,InvoiceDate,ID,Total,Transaction,Freq
489996,2009-12-03,17209.0,320.40000000000003,3,2
490063,2009-12-03,17271.0,210.39,1,0
490034,2009-12-03,17287.0,250.20999999999998,19,18
490077,2009-12-03,17293.0,115.50999999999999,13,12
489999,2009-12-03,17314.0,154.2,14,13
490002,2009-12-03,17322.0,114.55,5,4
490097,2009-12-03,17329.0,279.42,4,3
490132,2009-12-03,17343.0,197.3,6,5
490134,2009-12-03,17372.0,151.65,25,24
490006,2009-12-03,17411.0,344.40000000000003,3,2
490108,2009-12-03,17414.0,239.68,5,4
490136,2009-12-03,17432.0,174.85,7,6
490057,2009-12-03,17465.0,408.37,7,6
490111,2009-12-03,17576.0,321.21000000000004,36,35
490019,2009-12-03,17581.0,402.20000000000005,35,34
490115,2009-12-03,17679.0,465.0,5,4
490072,2009-12-03,17764.0,194.65,4,3
490118,2009-12-03,17851.0,317.04,6,5
490078,2009-12-03,17853.0,584.35,3,2
490047,2009-12-03,17913.0,277.35,13,12
490018,2009-12-03,17940.0,4380.0,13,12
490086,2009-12-03,17949.0,2753.16,104,103
490059,2009-12-03,18102.0,18475.0,112,111
490114,2009-12-03,18168.0,257.62,16,15
490075,2009-12-03,18229.0,381.0,22,21
490295,2009-12-04,12510.0,323.88,7,6
490152,2009-12-04,12714.0,556.65,11,10
490362,2009-12-04,12748.0,220.9,247,246
490158,2009-12-04,12759.0,454.26,7,6
490308,2009-12-04,12835.0,194.53,41,40
490300,2009-12-04,12970.0,259.58,8,7
490156,2009-12-04,13093.0,993.47,55,54
490144,2009-12-04,13154.0,337.1,3,2
490297,2009-12-04,13162.0,694.2,16,15
490340,2009-12-04,13174.0,630.39,11,10
490214,2009-12-04,13175.0,319.15,2,1
490341,2009-12-04,13329.0,334.65,7,6
490147,2009-12-04,13408.0,510.64,85,84
490281,2009-12-04,13481.0,311.2,10,9
490159,2009-12-04,13666.0,19.5,4,3
490360,2009-12-04,13679.0,126.80000000000001,3,2
490299,2009-12-04,13680.0,621.22,10,9
490320,2009-12-04,13694.0,2529.89,132,131
490326,2009-12-04,13733.0,149.10000000000002,2,1
490160,2009-12-04,13777.0,244.79999999999998,52,51
490282,2009-12-04,13807.0,107.95,3,2
490162,2009-12-04,13946.0,280.2,5,4
490219,2009-12-04,13948.0,155.65,4,3
490323,2009-12-04,14087.0,236.69,2,1
490142,2009-12-04,14258.0,1261.0,23,22
490143,2009-12-04,14286.0,1610.52,5,4
490286,2009-12-04,14527.0,762.1,106,105
490145,2009-12-04,14564.0,989.18,2,1
490272,2009-12-04,14680.0,521.38,56,55
490163,2009-12-04,14723.0,141.63,8,7
490166,2009-12-04,14735.0,371.85,47,46
490164,2009-12-04,14961.0,1058.4,20,19
490284,2009-12-04,14979.0,439.46,1,0
490202,2009-12-04,15078.0,410.0,42,41
490266,2009-12-04,15109.0,231.2,3,2
490289,2009-12-04,15309.0,273.75,4,3
490301,2009-12-04,15311.0,345.27,181,180
490298,2009-12-04,15382.0,1523.2,10,9
490353,2009-12-04,15514.0,532.28,13,12
490171,2009-12-04,15581.0,29.279999999999998,34,33
490347,2009-12-04,15684.0,109.4,3,2
490141,2009-12-04,15755.0,308.75,14,13
490258,2009-12-04,15999.0,20.4,1,0
490247,2009-12-04,16192.0,351.3,1,0
490290,2009-12-04,16325.0,164.03,11,10
490154,2009-12-04,16335.0,290.48,7,6
490346,2009-12-04,16351.0,216.6,13,12
490311,2009-12-04,16451.0,307.65000000000003,2,1
490291,2009-12-04,16541.0,424.03,1,0
490151,2009-12-04,16645.0,160.39,1,0
490285,2009-12-04,16656.0,373.74,26,25
490293,2009-12-04,16699.0,137.4,7,6
490294,2009-12-04,16710.0,378.96,19,18
490292,2009-12-04,16723.0,460.55,4,3
490157,2009-12-04,16736.0,138.0,5,4
490287,2009-12-04,16746.0,367.1,36,35
490212,2009-12-04,16883.0,108.95,19,18
490279,2009-12-04,16891.0,317.83,9,8
490218,2009-12-04,17076.0,67.67999999999999,5,4
490313,2009-12-04,17127.0,137.95,5,4
490310,2009-12-04,17151.0,231.90000000000003,1,0
490288,2009-12-04,17157.0,332.16,18,17
490161,2009-12-04,17160.0,825.94,16,15
490305,2009-12-04,17243.0,726.57,59,58
490209,2009-12-04,17389.0,908.0400000000001,52,51
490342,2009-12-04,17421.0,130.8,3,2
490304,2009-12-04,17593.0,843.01,10,9
490302,2009-12-04,17841.0,303.62,168,167
490349,2009-12-04,17884.0,149.38,19,18
490303,2009-12-04,17935.0,106.25,7,6
490312,2009-12-04,17961.0,326.13,92,91
490167,2009-12-04,18061.0,312.21000000000004,26,25
490277,2009-12-04,18092.0,1077.6000000000001,15,14
490331,2009-12-04,18181.0,298.99,4,3
490229,2009-12-04,18223.0,1185.16,23,22
490359,2009-12-04,18225.0,59.5,21,20
490382,2009-12-05,12359.0,760.6899999999999,9,8
490383,2009-12-05,12820.0,148.3,8,7
490371,2009-12-05,13021.0,233.70999999999998,12,11
490363,2009-12-05,13199.0,138.24,50,49
490364,2009-12-05,13487.0,103.95,4,3
490378,2009-12-05,13641.0,224.1,4,3
490376,2009-12-05,13958.0,811.5500000000001,8,7
490375,2009-12-05,13999.0,350.55,26,25
490368,2009-12-05,14238.0,159.1,3,2
490374,2009-12-05,14239.0,136.75,19,18
490390,2009-12-05,14709.0,256.2,21,20
490392,2009-12-05,14867.0,203.32,16,15
490391,2009-12-05,15057.0,304.1,5,4
490369,2009-12-05,15223.0,230.2,5,4
490386,2009-12-05,15240.0,549.77,10,9
490381,2009-12-05,15420.0,97.11,6,5
490389,2009-12-05,15484.0,689.5,2,1
490388,2009-12-05,16158.0,146.62,9,8
490385,2009-12-05,16410.0,130.32,1,0
490367,2009-12-05,16593.0,79.6,7,6
490365,2009-12-05,17018.0,351.6,5,4
490372,2009-12-05,17115.0,434.15,6,5
490370,2009-12-05,17593.0,452.95,10,9
490393,2009-12-05,17642.0,281.02,5,4
490373,2009-12-05,17850.0,2302.4,155,154
490366,2009-12-05,18071.0,227.25,6,5
490397,2009-12-06,12417.0,279.1,18,17
490458,2009-12-06,12583.0,745.4399999999999,21,20
490399,2009-12-06,12975.0,441.63,6,5
490525,2009-12-06,13019.0,255.00000000000003,6,5
490521,2009-12-06,13211.0,235.84,9,8
490511,2009-12-06,13319.0,626.6,51,50
490474,2009-12-06,13373.0,748.4200000000001,5,4
490465,2009-12-06,13448.0,933.35,10,9
490396,2009-12-06,13589.0,269.15,5,4
490461,2009-12-06,13736.0,720.79,6,5
490483,2009-12-06,13782.0,132.4,10,9
490395,2009-12-06,13813.0,247.15,5,4
490519,2009-12-06,13890.0,213.65,6,5
490524,2009-12-06,14123.0,436.18,1,0
490463,2009-12-06,14133.0,305.5,4,3
490485,2009-12-06,14454.0,125.94,5,4
490468,2009-12-06,14468.0,204.24,1,0
490500,2009-12-06,14479.0,355.13,4,3
490490,2009-12-06,14546.0,547.73,8,7
490503,2009-12-06,14548.0,680.28,9,8
490512,2009-12-06,14606.0,235.13,167,166
490476,2009-12-06,14608.0,211.62,7,6
490487,2009-12-06,14717.0,81.3,1,0
490478,2009-12-06,14896.0,302.5,8,7
490527,2009-12-06,14940.0,182.01,2,1
490467,2009-12-06,15059.0,280.94,17,16
490430,2009-12-06,15260.0,253.55,25,24
490504,2009-12-06,15311.0,391.92,181,180
490515,2009-12-06,15479.0,147.4,1,0
490496,2009-12-06,15547.0,671.56,20,19
490459,2009-12-06,15555.0,950.69,30,29
490464,2009-12-06,15571.0,118.26,10,9
490522,2009-12-06,15641.0,150.39999999999998,12,11
490530,2009-12-06,15691.0,161.8,4,3
490489,2009-12-06,15751.0,278.94,11,10
490518,2009-12-06,15822.0,474.32,5,4
490473,2009-12-06,15860.0,204.65,15,14
490471,2009-12-06,15878.0,212.13,2,1
490482,2009-12-06,15983.0,289.3,7,6
490400,2009-12-06,16104.0,689.9,8,7
490404,2009-12-06,16277.0,188.69,1,0
490470,2009-12-06,16395.0,242.96,12,11
490531,2009-12-06,16436.0,166.95,3,2
490472,2009-12-06,16485.0,619.24,4,3
490528,2009-12-06,16686.0,167.14,15,14
490501,2009-12-06,16710.0,285.64,19,18
490488,2009-12-06,16718.0,659.8199999999999,5,4
490514,2009-12-06,16773.0,137.75,2,1
490479,2009-12-06,16779.0,1540.2,46,45
490481,2009-12-06,16964.0,207.85,2,1
490466,2009-12-06,17085.0,183.6,28,27
490401,2009-12-06,17150.0,139.25,6,5
490405,2009-12-06,17244.0,260.65,4,3
490499,2009-12-06,17406.0,406.7,13,12
490534,2009-12-06,17530.0,263.68,8,7
490494,2009-12-06,17561.0,192.27,3,2
490533,2009-12-06,17610.0,378.05,5,4
490491,2009-12-06,17848.0,175.20000000000002,29,28
490408,2009-12-06,17850.0,1901.96,155,154
490526,2009-12-06,17858.0,533.97,27,26
490506,2009-12-06,17916.0,25.46,2,1
490398,2009-12-06,17920.0,884.45,46,45
490502,2009-12-06,17969.0,101.4,20,19
490718,2009-12-07,12443.0,365.31,1,0
490563,2009-12-07,12471.0,1050.02,61,60
490684,2009-12-07,12523.0,74.56,19,18
490733,2009-12-07,12540.0,328.6,26,25
490682,2009-12-07,12600.0,249.9,18,17
490678,2009-12-07,12747.0,380.65000000000003,23,22
490539,2009-12-07,12839.0,346.0,21,20
490705,2009-12-07,12913.0,204.0,11,10
490719,2009-12-07,13042.0,668.1,3,2
490703,2009-12-07,13070.0,154.2,4,3
490694,2009-12-07,13089.0,1244.3200000000002,177,176
490712,2009-12-07,13148.0,331.40000000000003,24,23
490638,2009-12-07,13190.0,147.1,3,2
490685,2009-12-07,13206.0,1066.82,13,12
490667,2009-12-07,13234.0,238.85,2,1
490734,2009-12-07,13267.0,306.55,32,31
490747,2009-12-07,13393.0,8.92,4,3
490536,2009-12-07,13491.0,221.9,26,25
490637,2009-12-07,13495.0,452.15999999999997,8,7
490636,2009-12-07,13564.0,425.09000000000003,36,35
490607,2009-12-07,13693.0,173.54999999999998,9,8
490725,2009-12-07,13694.0,905.04,132,131
490724,2009-12-07,13767.0,716.04,64,63
490611,2009-12-07,13905.0,312.65,1,0
490616,2009-12-07,13984.0,259.5,11,10
490537,2009-12-07,14003.0,209.41,1,0
490609,2009-12-07,14037.0,218.33,6,5
490674,2009-12-07,14307.0,242.1,8,7
490640,2009-12-07,14408.0,321.00000000000006,10,9
490657,2009-12-07,14471.0,208.83,2,1
490686,2009-12-07,14512.0,153.28,7,6
490673,2009-12-07,14540.0,156.5,9,8
490625,2009-12-07,14543.0,359.4,36,35
490670,2009-12-07,14574.0,143.7,1,0
490695,2009-12-07,14590.0,108.4,20,19
490693,2009-12-07,14670.0,190.47,3,2
490603,2009-12-07,14695.0,984.0300000000001,3,2
490547,2009-12-07,14738.0,311.2,7,6
490604,2009-12-07,14828.0,682.4,13,12
490542,2009-12-07,14911.0,1641.3000000000002,287,286
490608,2009-12-07,14955.0,163.77,1,0
490605,2009-12-07,15115.0,191.74,1,0
490561,2009-12-07,15260.0,41.300000000000004,25,24
490642,2009-12-07,15358.0,446.40000000000003,35,34
490708,2009-12-07,15421.0,241.05,9,8
490720,2009-12-07,15694.0,357.87,18,17
490669,2009-12-07,15716.0,214.17000000000002,11,10
490692,2009-12-07,16018.0,195.78,3,2
490557,2009-12-07,16124.0,463.0,4,3
490690,2009-12-07,16353.0,513.9,29,28
490738,2009-12-07,16436.0,25.5,3,2
490668,2009-12-07,16525.0,312.33000000000004,43,42
490577,2009-12-07,16556.0,187.19,16,15
490671,2009-12-07,16684.0,1149.1200000000001,45,44
490728,2009-12-07,16702.0,221.52,4,3
490722,2009-12-07,16717.0,386.39,12,11
490613,2009-12-07,16768.0,224.98,8,7
490653,2009-12-07,17044.0,990.48,11,10
490727,2009-12-07,17231.0,285.35,22,21
490737,2009-12-07,17270.0,389.62,2,1
490717,2009-12-07,17364.0,449.95,23,22
490665,2009-12-07,17436.0,76.5,4,3
490680,2009-12-07,17441.0,293.35,1,0
490704,2009-12-07,17457.0,355.38,14,13
490612,2009-12-07,17508.0,610.95,8,7
490545,2009-12-07,17557.0,34.0,1,0
490641,2009-12-07,17707.0,51.0,8,7
490569,2009-12-07,17739.0,411.2,14,13
490711,2009-12-07,17841.0,453.90999999999997,168,167
490535,2009-12-07,17850.0,3206.78,155,154
490683,2009-12-07,17865.0,1855.4400000000003,38,37
490709,2009-12-07,17884.0,198.98,19,18
490681,2009-12-07,17988.0,164.75,11,10
490710,2009-12-07,17990.0,332.70000000000005,6,5
490610,2009-12-07,18077.0,211.62,14,13
490679,2009-12-07,18162.0,379.16,1,0
490677,2009-12-07,18219.0,151.72,15,14
490751,2009-12-08,12358.0,1429.83,4,3
490959,2009-12-08,12682.0,471.90000000000003,40,39
490936,2009-12-08,12785.0,310.9,3,2
490762,2009-12-08,13025.0,323.39,1,0
490925,2009-12-08,13078.0,648.5,46,45
490937,2009-12-08,13081.0,2285.58,25,24
491014,2009-12-08,13136.0,549.09,11,10
490953,2009-12-08,13204.0,966.6600000000001,1,0
490761,2009-12-08,13382.0,255.04,5,4
490809,2009-12-08,13408.0,418.92,85,84
490930,2009-12-08,13410.0,81.12,7,6
490806,2009-12-08,13485.0,35.400000000000006,11,10
491006,2009-12-08,13557.0,272.5,12,11
490893,2009-12-08,13571.0,111.24000000000001,21,20
490958,2009-12-08,13576.0,328.8,23,22
490851,2009-12-08,13643.0,311.8,9,8
490855,2009-12-08,13777.0,363.6,52,51
490968,2009-12-08,13798.0,484.0,95,94
490981,2009-12-08,13855.0,313.45,4,3
490933,2009-12-08,14063.0,2452.56,7,6
490928,2009-12-08,14085.0,416.84,27,26
490961,2009-12-08,14108.0,194.75,3,2
490749,2009-12-08,14113.0,580.6400000000001,13,12
490754,2009-12-08,14136.0,302.78000000000003,5,4
490757,2009-12-08,14215.0,425.59,7,6
490944,2009-12-08,14285.0,151.2,5,4
490796,2009-12-08,14290.0,870.63,4,3
490922,2009-12-08,14494.0,114.3,2,1
490941,2009-12-08,14527.0,644.52,106,105
490764,2009-12-08,14558.0,306.45,3,2
490938,2009-12-08,14605.0,216.24999999999997,4,3
490990,2009-12-08,14606.0,271.85,167,166
490964,2009-12-08,14646.0,89.15,116,115
490992,2009-12-08,14679.0,438.74,3,2
490800,2009-12-08,14735.0,7.800000000000001,47,46
490823,2009-12-08,14841.0,304.8,12,11
490805,2009-12-08,14861.0,215.0,9,8
490972,2009-12-08,14911.0,728.0500000000001,287,286
490926,2009-12-08,15031.0,250.02,12,11
490962,2009-12-08,15061.0,683.14,116,115
490782,2009-12-08,15079.0,738.53,11,10
490847,2009-12-08,15093.0,249.64000000000001,22,21
490917,2009-12-08,15162.0,312.9,1,0
491026,2009-12-08,15181.0,162.72,4,3
491010,2009-12-08,15194.0,318.0,24,23
491009,2009-12-08,15203.0,255.68,13,12
490984,2009-12-08,15298.0,303.45,18,17
490817,2009-12-08,15311.0,1806.19,181,180
490750,2009-12-08,15369.0,312.96,11,10
490956,2009-12-08,15413.0,2442.7200000000003,5,4
490871,2009-12-08,15456.0,211.41,10,9
491008,2009-12-08,15633.0,191.89000000000001,13,12
490989,2009-12-08,15674.0,462.46000000000004,11,10
490957,2009-12-08,15823.0,3796.37,3,2
490954,2009-12-08,15924.0,102.82,1,0
490759,2009-12-08,15971.0,182.88,13,12
490763,2009-12-08,16013.0,1241.0,72,71
